Country,Response_measure,change,date_start,date_end,
,Netherlands,ClosDaycarePartial,1,5/11/2020,6/8/2020
,Netherlands,ClosHigh,1,3/12/2020,6/14/2020
,Netherlands,ClosHighPartial,1,6/15/2020,9/1/2020
,Netherlands,ClosPrim,1,3/16/2020,5/10/2020
,Netherlands,ClosPrimPartial,1,5/11/2020,6/8/2020
,Netherlands,ClosPubAnyPartial,1,3/12/2020,NA
,Netherlands,ClosSec,1,3/16/2020,6/1/2020
,Netherlands,ClosSecPartial,1,6/2/2020,6/30/2020
,Netherlands,ClosureOfPublicTransportPartial,1,3/12/2020,5/31/2020
,Netherlands,EntertainmentVenues,1,3/12/2020,3/23/2020
,Netherlands,EntertainmentVenuesPartial,1,3/24/2020,NA
,Netherlands,GymsSportsCentres,1,3/16/2020,4/28/2020
,Netherlands,GymsSportsCentresPartial,1,4/29/2020,6/30/2020
,Netherlands,IndoorOver100,1,3/12/2020,3/22/2020
,Netherlands,IndoorOver100,3,7/1/2020,9/28/2020
,Netherlands,IndoorOver5,1,3/23/2020,6/1/2020
,Netherlands,IndoorOver50,1,6/2/2020,6/30/2020
,Netherlands,IndoorOver50,3,9/29/2020,NA
,Netherlands,MasksMandatoryClosedSpaces,1,6/1/2020,NA
,Netherlands,MasksVoluntaryClosedSpaces,1,9/30/2020,NA
,Netherlands,MassGatherAll,1,3/12/2020,6/30/2020
,Netherlands,MassGatherAll,3,9/29/2020,NA
,Netherlands,MassGatherAllPartial,1,7/1/2020,9/28/2020
,Netherlands,OutdoorOver100,1,3/12/2020,3/22/2020
,Netherlands,OutdoorOver5,1,3/23/2020,6/1/2020
,Netherlands,OutdoorOver50,1,9/29/2020,NA
,Netherlands,OutdoorOver500,1,7/1/2020,9/28/2020
,Netherlands,PlaceOfWorship,1,3/16/2020,5/31/2020
,Netherlands,PlaceOfWorshipPartial,1,6/1/2020,6/30/2020
,Netherlands,RestaurantsCafes,1,3/15/2020,5/31/2020
,Netherlands,RestaurantsCafesPartial,1,6/1/2020,6/30/2020
,Netherlands,RestaurantsCafesPartial,3,9/29/2020,NA
,Netherlands,StayHomeGen,1,3/16/2020,5/10/2020
,Netherlands,StayHomeGenPartial,1,5/11/2020,6/1/2020
,Netherlands,StayHomeRiskG,1,3/13/2020,6/26/2020
,Netherlands,Teleworking,1,3/12/2020,NA
,Netherlands,WorkplaceClosures,1,3/23/2020,5/10/2020
,Norway,ClosDaycare,1,3/12/2020,4/20/2020
,Norway,ClosHigh,1,3/12/2020,6/15/2020
,Norway,ClosPrim,1,3/12/2020,4/27/2020
,Norway,ClosPubAnyPartial,1,3/12/2020,NA
,Norway,ClosSec,1,3/12/2020,5/11/2020
,Norway,EntertainmentVenues,1,3/12/2020,5/31/2020
,Norway,EntertainmentVenuesPartial,1,6/1/2020,6/15/2020
,Norway,GymsSportsCentres,1,3/12/2020,6/15/2020
,Norway,IndoorOver5,1,3/12/2020,5/6/2020
,Norway,IndoorOver50,1,5/7/2020,6/14/2020
,Norway,IndoorOver500,1,6/15/2020,NA
,Norway,MasksMandatoryClosedSpacesPartial,1,8/14/2020,NA
,Norway,MassGatherAll,1,3/12/2020,6/14/2020
,Norway,MassGatherAllPartial,1,6/15/2020,NA
,Norway,OutdoorOver5,1,3/12/2020,5/6/2020
,Norway,OutdoorOver50,1,5/7/2020,6/14/2020
,Norway,OutdoorOver500,1,6/15/2020,NA
,Norway,RestaurantsCafesPartial,1,3/12/2020,NA
,Norway,SocialCircle,1,6/2/2020,NA
,Norway,StayHomeRiskG,1,3/12/2020,6/1/2020
,Norway,Teleworking,1,3/10/2020,NA
,Poland,AdaptationOfWorkplace,1,4/2/2020,NA
,Poland,ClosDaycare,1,3/12/2020,5/6/2020
,Poland,ClosHigh,1,3/12/2020,5/24/2020
,Poland,ClosHighPartial,1,5/25/2020,8/31/2020
,Poland,ClosPrim,1,3/12/2020,5/24/2020
,Poland,ClosPrimPartial,1,5/25/2020,8/31/2020
,Poland,ClosPubAny,1,3/14/2020,3/31/2020
,Poland,ClosPubAnyPartial,1,4/1/2020,NA
,Poland,ClosSec,1,3/12/2020,5/24/2020
,Poland,ClosSecPartial,1,5/25/2020,8/31/2020
,Poland,ClosureOfPublicTransportPartial,1,4/1/2020,NA
,Poland,EntertainmentVenues,1,3/14/2020,6/6/2020
,Poland,EntertainmentVenuesPartial,1,6/7/2020,NA
,Poland,GymsSportsCentres,1,3/14/2020,6/4/2020
,Poland,GymsSportsCentresPartial,1,6/5/2020,NA
,Poland,HotelsOtherAccommodation,1,3/14/2020,5/4/2020
,Poland,IndoorOver100,1,8/6/2020,NA
,Poland,IndoorOver1000,1,6/18/2020,8/5/2020
,Poland,IndoorOver5,1,4/2/2020,5/3/2020
,Poland,IndoorOver50,1,3/14/2020,4/1/2020
,Poland,IndoorOver500,1,3/10/2020,3/13/2020
,Poland,MasksMandatoryAllSpaces,1,4/16/2020,5/29/2020
,Poland,MasksMandatoryAllSpacesPartial,1,5/30/2020,NA
,Poland,MasksMandatoryClosedSpacesPartial,1,5/30/2020,NA
,Poland,MassGatherAll,1,3/10/2020,6/17/2020
,Poland,MassGatherAllPartial,1,6/18/2020,NA
,Poland,NonEssentialShops,1,3/14/2020,5/3/2020
,Poland,NonEssentialShopsPartial,1,5/4/2020,5/30/2020
,Poland,OutdoorOver100,1,5/30/2020,7/16/2020
,Poland,OutdoorOver100,3,8/6/2020,NA
,Poland,OutdoorOver1000,1,3/10/2020,3/13/2020
,Poland,OutdoorOver1000,3,7/17/2020,8/5/2020
,Poland,OutdoorOver5,1,4/2/2020,5/29/2020
,Poland,OutdoorOver50,1,3/14/2020,4/1/2020
,Poland,PlaceOfWorshipPartial,1,4/19/2020,5/30/2020
,Poland,RestaurantsCafes,1,3/14/2020,5/17/2020
,Poland,RestaurantsCafesPartial,1,5/18/2020,5/29/2020
,Poland,StayHomeGen,1,4/20/2020,5/4/2020
,Poland,StayHomeOrder,1,3/24/2020,4/19/2020
,Poland,StayHomeRiskG,1,3/8/2020,NA
,Poland,Teleworking,1,3/8/2020,NA
,Portugal,ClosDaycare,1,3/16/2020,5/17/2020
,Portugal,ClosDaycarePartial,1,5/18/2020,5/31/2020
,Portugal,ClosHigh,1,3/16/2020,5/17/2020
,Portugal,ClosHighPartial,1,5/18/2020,9/7/2020
,Portugal,ClosPrim,1,3/16/2020,9/14/2020
,Portugal,ClosPubAny,1,3/13/2020,3/17/2020
,Portugal,ClosPubAnyPartial,1,3/18/2020,NA
,Portugal,ClosSec,1,3/16/2020,5/17/2020
,Portugal,ClosSecPartial,1,5/18/2020,9/14/2020
,Portugal,ClosureOfPublicTransportPartial,1,3/18/2020,NA
,Portugal,EntertainmentVenues,1,3/13/2020,5/17/2020
,Portugal,EntertainmentVenuesPartial,1,5/18/2020,NA
,Portugal,GymsSportsCentres,1,3/15/2020,5/3/2020
,Portugal,GymsSportsCentresPartial,1,5/4/2020,NA
,Portugal,IndoorOver100,1,3/15/2020,5/2/2020
,Portugal,IndoorOver50,1,5/3/2020,NA
,Portugal,MasksMandatoryClosedSpaces,1,5/4/2020,NA
,Portugal,MassGatherAll,1,3/15/2020,NA
,Portugal,NonEssentialShops,1,3/15/2020,5/3/2020
,Portugal,NonEssentialShopsPartial,1,5/4/2020,NA
,Portugal,OutdoorOver100,1,3/15/2020,5/2/2020
,Portugal,OutdoorOver50,1,5/3/2020,NA
,Portugal,PlaceOfWorship,1,3/13/2020,5/30/2020
,Portugal,RestaurantsCafes,1,3/15/2020,5/17/2020
,Portugal,RestaurantsCafesPartial,1,5/18/2020,NA
,Portugal,StayHomeGen,1,3/19/2020,5/2/2020
,Portugal,StayHomeRiskG,1,3/18/2020,NA
,Portugal,Teleworking,1,3/16/2020,5/31/2020
,Portugal,TeleworkingPartial,1,6/1/2020,NA
,Romania,AdaptationOfWorkplace,1,3/16/2020,NA
,Romania,ClosDaycare,1,3/16/2020,6/14/2020
,Romania,ClosDaycarePartial,1,6/15/2020,9/14/2020
,Romania,ClosHigh,1,3/16/2020,6/14/2020
,Romania,ClosHighPartial,1,8/31/2020,NA
,Romania,ClosPrim,1,3/16/2020,6/14/2020
,Romania,ClosPrimPartial,1,6/15/2020,9/14/2020
,Romania,ClosPubAny,1,3/18/2020,5/13/2020
,Romania,ClosPubAnyPartial,1,5/14/2020,NA
,Romania,ClosSec,1,3/16/2020,6/1/2020
,Romania,ClosSecPartial,1,6/2/2020,9/14/2020
,Romania,EntertainmentVenues,1,3/18/2020,5/13/2020
,Romania,EntertainmentVenuesPartial,1,5/14/2020,NA
,Romania,GymsSportsCentres,1,3/18/2020,5/30/2020
,Romania,GymsSportsCentresPartial,1,5/31/2020,6/14/2020
,Romania,HotelsOtherAccommodation,1,3/18/2020,5/15/2020
,Romania,IndoorOver5,1,3/22/2020,5/31/2020
,Romania,IndoorOver50,1,9/1/2020,NA
,Romania,MasksMandatoryClosedSpaces,1,5/15/2020,NA
,Romania,MassGatherAll,1,3/18/2020,5/30/2020
,Romania,MassGatherAllPartial,1,5/31/2020,NA
,Romania,NonEssentialShops,1,3/22/2020,5/13/2020
,Romania,NonEssentialShopsPartial,1,5/14/2020,6/14/2020
,Romania,OutdoorOver100,1,3/18/2020,3/21/2020
,Romania,OutdoorOver100,3,6/15/2020,NA
,Romania,OutdoorOver5,1,3/22/2020,6/14/2020
,Romania,PlaceOfWorship,1,3/18/2020,5/14/2020
,Romania,PlaceOfWorshipPartial,1,5/15/2020,NA
,Romania,RestaurantsCafes,1,3/18/2020,6/14/2020
,Romania,RestaurantsCafesPartial,1,6/15/2020,NA
,Romania,StayHomeOrder,1,3/22/2020,5/13/2020
,Romania,StayHomeOrderPartial,1,5/14/2020,5/31/2020
,Romania,StayHomeRiskG,1,3/25/2020,5/14/2020
,Romania,Teleworking,1,3/16/2020,5/14/2020
,Romania,TeleworkingPartial,1,5/15/2020,NA
,Slovakia,ClosDaycare,1,3/16/2020,6/1/2020
,Slovakia,ClosHigh,1,3/12/2020,6/9/2020
,Slovakia,ClosHighPartial,1,6/10/2020,NA
,Slovakia,ClosPrim,1,3/12/2020,6/1/2020
,Slovakia,ClosPubAny,1,3/16/2020,5/20/2020
,Slovakia,ClosPubAny,3,10/1/2020,NA
,Slovakia,ClosSec,1,3/12/2020,6/1/2020
,Slovakia,EntertainmentVenues,1,3/16/2020,5/20/2020
,Slovakia,GymsSportsCentres,1,3/16/2020,5/20/2020
,Slovakia,IndoorOver100,1,5/28/2020,6/10/2020
,Slovakia,IndoorOver50,1,3/9/2020,5/27/2020
,Slovakia,IndoorOver50,3,10/1/2020,NA
,Slovakia,IndoorOver500,1,9/1/2020,9/30/2020
,Slovakia,MasksMandatoryAllSpaces,1,3/12/2020,4/20/2020
,Slovakia,MasksMandatoryAllSpaces,3,10/1/2020,NA
,Slovakia,MasksMandatoryAllSpacesPartial,1,4/21/2020,6/30/2020
,Slovakia,MasksMandatoryClosedSpaces,1,7/1/2020,NA
,Slovakia,MasksVoluntaryAllSpaces,1,7/1/2020,9/30/2020
,Slovakia,MassGatherAll,1,3/9/2020,6/10/2020
,Slovakia,MassGatherAll,3,9/1/2020,NA
,Slovakia,OutdoorOver100,1,5/28/2020,6/10/2020
,Slovakia,OutdoorOver1000,1,9/1/2020,9/30/2020
,Slovakia,OutdoorOver50,1,3/9/2020,5/27/2020
,Slovakia,OutdoorOver50,3,10/1/2020,NA
,Slovakia,RestaurantsCafes,1,3/16/2020,5/20/2020
,Slovakia,RestaurantsCafes,3,10/1/2020,NA
,Slovenia,ClosDaycare,1,3/12/2020,5/17/2020
,Slovenia,ClosHigh,1,3/12/2020,5/29/2020
,Slovenia,ClosPrim,1,3/12/2020,5/17/2020
,Slovenia,ClosPrimPartial,1,5/18/2020,6/1/2020
,Slovenia,ClosPubAny,1,3/14/2020,4/28/2020
,Slovenia,ClosPubAnyPartial,1,4/29/2020,NA
,Slovenia,ClosSec,1,3/12/2020,5/31/2020
,Slovenia,ClosSecPartial,1,6/1/2020,6/23/2020
,Slovenia,ClosureOfPublicTransport,1,3/14/2020,5/4/2020
,Slovenia,EntertainmentVenues,1,3/15/2020,4/28/2020
,Slovenia,EntertainmentVenuesPartial,1,4/29/2020,NA
,Slovenia,GymsSportsCentres,1,3/15/2020,5/17/2020
,Slovenia,GymsSportsCentresPartial,1,5/18/2020,6/1/2020
,Slovenia,IndoorOver100,1,3/10/2020,5/31/2020
,Slovenia,IndoorOver50,1,6/15/2020,7/8/2020
,Slovenia,IndoorOver500,1,3/7/2020,3/9/2020
,Slovenia,IndoorOver500,3,6/1/2020,6/14/2020
,Slovenia,MasksMandatoryAllSpaces,1,3/30/2020,6/1/2020
,Slovenia,MasksMandatoryClosedSpaces,1,6/25/2020,NA
,Slovenia,MasksMandatoryClosedSpacesPartial,1,6/1/2020,6/24/2020
,Slovenia,MassGatherAll,1,3/7/2020,7/8/2020
,Slovenia,NonEssentialShops,1,3/15/2020,4/20/2020
,Slovenia,OutdoorOver5,1,3/19/2020,5/17/2020
,Slovenia,OutdoorOver50,1,5/18/2020,5/31/2020
,Slovenia,OutdoorOver500,1,3/10/2020,3/18/2020
,Slovenia,OutdoorOver500,3,6/1/2020,6/14/2020
,Slovenia,RestaurantsCafes,1,3/15/2020,5/3/2020
,Slovenia,RestaurantsCafesPartial,1,5/4/2020,5/18/2020
,Slovenia,StayHomeOrder,1,3/19/2020,5/4/2020
,Slovenia,Teleworking,1,3/4/2020,NA
,Slovenia,WorkplaceClosures,1,3/15/2020,5/4/2020
,Spain,AdaptationOfWorkplace,1,4/11/2020,NA
,Spain,ClosDaycare,1,3/12/2020,8/27/2020
,Spain,ClosHigh,1,3/12/2020,8/27/2020
,Spain,ClosPrim,1,3/12/2020,8/27/2020
,Spain,ClosPubAny,1,3/14/2020,5/3/2020
,Spain,ClosPubAnyPartial,1,5/4/2020,NA
,Spain,ClosSec,1,3/12/2020,8/27/2020
,Spain,EntertainmentVenues,1,3/14/2020,5/10/2020
,Spain,EntertainmentVenuesPartial,1,5/11/2020,NA
,Spain,GymsSportsCentres,1,3/14/2020,5/3/2020
,Spain,GymsSportsCentresPartial,1,5/4/2020,NA
,Spain,HotelsOtherAccommodation,1,3/14/2020,5/31/2020
,Spain,HotelsOtherAccommodationPartial,1,6/1/2020,NA
,Spain,IndoorOver5,1,3/14/2020,6/1/2020
,Spain,IndoorOver50,1,6/2/2020,NA
,Spain,MasksMandatoryAllSpaces,1,8/4/2020,NA
,Spain,MasksMandatoryClosedSpaces,1,5/4/2020,5/21/2020
,Spain,MasksVoluntaryClosedSpaces,1,3/13/2020,5/3/2020
,Spain,MassGatherAll,1,3/14/2020,NA
,Spain,NonEssentialShopsPartial,1,10/1/2020,NA
,Spain,OutdoorOver5,1,3/14/2020,6/1/2020
,Spain,OutdoorOver50,1,6/2/2020,NA
,Spain,PlaceOfWorshipPartial,1,10/1/2020,NA
,Spain,RestaurantsCafes,1,3/14/2020,5/3/2020
,Spain,RestaurantsCafesPartial,1,5/4/2020,NA
,Spain,SocialCircle,1,8/27/2020,NA
,Spain,StayHomeGen,1,3/9/2020,3/13/2020
,Spain,StayHomeOrder,1,3/14/2020,5/3/2020
,Spain,StayHomeOrderPartial,1,5/4/2020,5/11/2020
,Spain,StayHomeRiskG,1,3/12/2020,NA
,Spain,Teleworking,1,3/9/2020,4/12/2020
,Spain,TeleworkingPartial,1,4/13/2020,NA
,Sweden,AdaptationOfWorkplace,1,7/8/2020,NA
,Sweden,AdaptationOfWorkplacePartial,1,3/25/2020,7/7/2020
,Sweden,ClosHigh,1,3/18/2020,6/15/2020
,Sweden,ClosPubAny,1,7/1/2020,NA
,Sweden,ClosSec,1,3/18/2020,6/15/2020
,Sweden,IndoorOver50,1,3/28/2020,NA
,Sweden,IndoorOver500,1,3/12/2020,3/27/2020
,Sweden,MassGatherAll,1,3/12/2020,NA
,Sweden,OutdoorOver50,1,3/29/2020,NA
,Sweden,OutdoorOver500,1,3/12/2020,3/28/2020
,Sweden,RestaurantsCafes,1,7/1/2020,NA
,Sweden,StayHomeGen,1,3/10/2020,NA
,Sweden,StayHomeRiskG,1,4/1/2020,NA
,Sweden,Teleworking,1,3/16/2020,NA
,United Kingdom,ClosDaycare,1,3/23/2020,5/31/2020
,United Kingdom,ClosDaycarePartial,1,6/1/2020,9/1/2020
,United Kingdom,ClosPrim,1,3/23/2020,5/31/2020
,United Kingdom,ClosPrimPartial,1,6/1/2020,9/1/2020
,United Kingdom,ClosPubAny,1,3/16/2020,5/9/2020
,United Kingdom,ClosPubAnyPartial,1,5/10/2020,NA
,United Kingdom,ClosSec,1,3/23/2020,6/14/2020
,United Kingdom,ClosSecPartial,1,6/15/2020,9/1/2020
,United Kingdom,EntertainmentVenues,1,3/16/2020,7/2/2020
,United Kingdom,EntertainmentVenuesPartial,1,7/3/2020,NA
,United Kingdom,GymsSportsCentres,1,3/20/2020,5/12/2020
,United Kingdom,GymsSportsCentresPartial,1,5/13/2020,7/9/2020
,United Kingdom,HotelsOtherAccommodation,1,3/24/2020,7/2/2020
,United Kingdom,IndoorOver5,1,3/24/2020,7/3/2020
,United Kingdom,IndoorOver5,3,9/14/2020,NA
,United Kingdom,IndoorOver50,1,7/4/2020,9/13/2020
,United Kingdom,MasksMandatoryClosedSpaces,1,7/27/2020,NA
,United Kingdom,MasksVoluntaryClosedSpaces,1,6/9/2020,7/26/2020
,United Kingdom,MassGatherAll,1,3/24/2020,NA
,United Kingdom,NonEssentialShops,1,3/23/2020,5/9/2020
,United Kingdom,NonEssentialShopsPartial,1,5/10/2020,6/12/2020
,United Kingdom,OutdoorOver5,1,3/24/2020,5/27/2020
,United Kingdom,OutdoorOver5,3,9/14/2020,NA
,United Kingdom,OutdoorOver50,1,5/28/2020,9/13/2020
,United Kingdom,PlaceOfWorship,1,3/24/2020,5/18/2020
,United Kingdom,RestaurantsCafes,1,3/16/2020,7/2/2020
,United Kingdom,RestaurantsCafesPartial,1,9/24/2020,NA
,United Kingdom,SocialCircle,1,9/9/2020,NA
,United Kingdom,StayHomeGen,1,3/16/2020,3/23/2020
,United Kingdom,StayHomeOrder,1,3/24/2020,5/9/2020
,United Kingdom,StayHomeOrderPartial,1,5/10/2020,7/4/2020
,United Kingdom,StayHomeRiskG,1,3/16/2020,7/5/2020
,United Kingdom,StayHomeRiskGPartial,1,7/6/2020,8/1/2020
,United Kingdom,Teleworking,1,3/16/2020,5/9/2020
,United Kingdom,TeleworkingPartial,1,5/10/2020,NA
